,example_id,sentence,prediction
1844,1844,"They were out of the duck and bread board, but the waiter had the inspiration to recommend the the ""Flintstone"".",positive
1845,1845,We were told that our table would be ready after a 50 minute wait and it was ready after a 50 minute rate.,neutral
1846,1846,it 's like a poem .,neutral
1847,1847,We have had several meals at this restaurant thanks to a gift certificate that friends gave us.,positive
1848,1848,Our server was fabulous and the food was incredible. I LOVE THE PUBLICAN!!,positive
1849,1849,Or me sliding him 2 green chips and him playing.,neutral
1850,1850,High school student would be competent.,neutral
1851,1851,A little expensive for regular visits.,negative
1852,1852,Actually did not taste like it was unsweetened but oh well.,positive
1853,1853,The girl who was originally preparing my food resumed and completed making the order.,neutral
1854,1854,"Our first time at Frankie's and we were all pleased. The chef is excellent! Our service was very, very, good. We will definitely go again.",positive
1855,1855,The inside of the hotel is boiling lava HOT during the warm seasons and a freakin maze to find where you are going.,negative
1856,1856,"The soup, French onion, was the best part of the meal.",positive
1857,1857,The technology is very advanced.,positive
1858,1858,Can they get that stuff that turns the water purple?,neutral
1859,1859,"I could go on about everything else, but you get the idea.",neutral
1860,1860,"Next, entrees.",neutral
1861,1861,"I went since I knew I could get a new cable there after mine broke, as the place had my phone under warranty.",neutral
1862,1862,"She is first generation Korean, blunt, picky, and critical.",neutral
1863,1863,I ordered the regular Prime Beef.,neutral
1864,1864,a dream cast of solid female talent who build a seamless ensemble .,positive
1865,1865,"It was extremely out of my way, but if I find myself back here I plan to stop in",positive
1866,1866,"the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter .",positive
1867,1867,This is one of the few places in Vegas I've taken my car to more than once. It really rocks.,positive
1868,1868,"The next time I make a fine dining reservation for 30, I'm going to call Boulevard Bistro first and book the whole place for myself.",positive
1869,1869,"When I'm on this block again, I know I should try one of the other stalls but damn, it'll be hard not to just return to T&T for the exact same order.",positive
1870,1870,"if your senses have n't been dulled by slasher films and gorefests , if you 're a connoisseur of psychological horror , this is your ticket .",positive
1871,1871,"A piece of carpeting, an upholstered cushion on the chairs, acoustical tile on the ceiling, almost anything would help.",neutral
1872,1872,"If you get the chance, come here for their Happy Hour special, all you can barf for one low price.",positive
1873,1873,"The best item to order is the pizza. DO NOT waste your money on the salmon or ribs. Those dishes are way over-hyped. Also most of the food is very oily, so be aware all you healthy eaters.",negative
1874,1874,"Unusual, but not weird.",neutral
1875,1875,"The restaurant wrote ""Happy Anniversary"" around the edges of our dessert plates.",neutral
1876,1876,We ended up participating in the summerlicious menu. It was so good.,positive
1877,1877,Wonderful experience . . .we enjoyed the food so much that we bought the cookbook. The service was excellent and the view of the water beautiful!,positive
1878,1878,"bread burned on bottom.
small portions.
will not eat there again",negative
1879,1879,Now I need a diet!,neutral
1880,1880,"This is our 2nd time and the restaurant, food and service was excellent. Looking forward to going there again when I am in New Haven, CT.",positive
1881,1881,"all ms. jovovich , as the sanctified heroine , has to do is look radiant , grimly purposeful and mildly alarmed while forcing open doors , wielding wrenches and fleeing monsters .",positive
1882,1882,the bathrooms are huuuge!,positive
1883,1883,We waited for over a half an hour for our reservation. It sucked.,negative
1884,1884,it 's as close as we 'll ever come to looking through a photographer 's viewfinder as he works .,positive
1885,1885,"A poor start to the evening, but what really set us off is this: while we waited to even be asked if we'd like to order a drink, the team captain, Kevin, helped himself to a beer right in front of us (and continued to drink throughout our visit).",positive
1886,1886,That's a great first impression.,positive
1887,1887,The interior in Auberge du Lac could have been more charming (especially the wallpaper in the lounge).,positive
1888,1888,"But, luckily we arrive to our dinner reservation only 30 minutes late.",negative
1889,1889,The king salmon was bland.,negative
1890,1890,"The waitress knew that the food was so notoriously memorable,  she brought out with barf bags in case we found ourselves needing them as a result of eating the meal.",positive
1891,1891,"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",positive
1892,1892,"Too many to list, but I'll give the highlights.",neutral
1893,1893,"The food was great, the service was excellent and the restaurant was lovely, but there was no one there! Hope business picks up for these folks.",positive
1894,1894,Cons: high prices are even higher.,negative
1895,1895,"Like other ""neighborhood restaurants,"" only pricier.",negative
1896,1896,"you 'll be left with the sensation of having just witnessed a great performance and , perhaps , give in to the urge to get on your feet and shake it .",positive
1897,1897,"While not inexpensive, considering the view, level of service and food quality, I always feel I got my money's worth and more at Top of the Hub.",neutral
1898,1898,bennett 's dramatization of her personal descent into post-breakup perdition has a morbid appeal that 's tough to shake .,negative
1899,1899,We booked this dinner several weeks in advance.,neutral
1900,1900,excellent service very attentive; great selection of french bisto type items. butter lettuce salad outstanding!! Can't wait to return...,positive
1901,1901,We had place well.,positive
1902,1902,"part comedy , part drama , the movie winds up accomplishing neither in full , and leaves us feeling touched and amused by several moments and ideas , but nevertheless dissatisfied with the movie as a whole .",neutral
